event_time,event_id,target_table,is_hit,event_type,sub_type,type_operation,amount,policy_action,resolution_last,risk_score,rule,reason
2026-01-31 12:16:58,413b0075-4814-4e12-8bcb-6f6d46a96567,cards_event,False,PURCHASE,PURCHASE,CARD_PURCHASE,85149.63,,,,,
2026-01-31 12:40:16,0d1274ae-dc9e-41e3-b976-923737aad61c,cards_event,False,PURCHASE,PURCHASE,CARD_PURCHASE,73250.44,,,,,
2026-01-31 12:52:40,9d6d514a-294a-43b3-9f55-53bf04521f52,cards_event,False,PURCHASE,PURCHASE,CARD_PURCHASE,32628.38,,,,,
2026-01-31 13:11:13,5f776519-69a3-4ad9-bae6-1fb1a49e7da4,uko_event,False,PAYMENT,EDUCATION,EDUCATION_PAYMENT,42410.10,,,,,
2026-01-31 14:18:22,0f2c11b9-4931-4724-8a72-cfa8b1103a4b,cards_event,False,PURCHASE,PURCHASE,CARD_PURCHASE,11331.53,,,,,
2026-01-31 14:42:40,11cf206a-fb29-4b56-8d6c-d3a46232c433,cards_event,True,PURCHASE,PURCHASE,CARD_PURCHASE,17167.92,deny,allow,778,DENY новый образовательный получатель и высокий риск устройства,education_payment_regular_hit
2026-01-31 14:54:04,fa8fbb2a-1f72-4b0f-949f-3d16012798cd,cards_event,False,PURCHASE,PURCHASE,CARD_PURCHASE,11911.07,,,,,
2026-01-31 15:37:55,b8801846-9db9-4c4b-8b71-e0c1d7567a30,uko_event,False,PAYMENT,EDUCATION,EDUCATION_PAYMENT,14214.19,,,,,
2026-01-31 16:08:22,f8e1fbe9-6cb8-4419-8051-d1d5d4a2276e,cards_event,False,PURCHASE,PURCHASE,CARD_PURCHASE,3205.33,,,,,
2026-01-31 16:44:04,e94b593e-0ca5-4bd3-aae0-7ca9cb7b573e,cards_event,False,PURCHASE,PURCHASE,CARD_PURCHASE,10329.03,,,,,
2026-01-31 17:03:37,ee387814-9e39-47c5-9eb2-a2ada460fd8a,uko_event,True,PAYMENT,EDUCATION,EDUCATION_PAYMENT,269638.78,deny,allow,771,DENY регулярные платежи образовательной платформе с высоким риском,education_payment_risk
2026-01-31 17:39:19,f6ad0bbf-16fd-4943-9ef2-66dde6e6978e,uko_event,False,PAYMENT,EDUCATION,EDUCATION_PAYMENT,58905.21,,,,,
2026-01-31 18:10:46,eab12aba-ae04-49a3-b133-f368e08e6e6e,cards_event,False,PURCHASE,PURCHASE,CARD_PURCHASE,95790.63,,,,,
2026-01-31 19:05:01,0e155d94-a5f5-4b63-a1c7-d3cbf34f81d0,uko_event,False,PAYMENT,EDUCATION,EDUCATION_PAYMENT,50942.33,,,,,
2026-01-31 19:29:19,723d1f1a-5459-46f8-83b9-0e8a0c613765,uko_event,False,PAYMENT,EDUCATION,EDUCATION_PAYMENT,56131.94,,,,,
2026-01-31 19:41:43,9ffd80fa-3f11-463e-b0ec-5b27ead7d105,uko_event,False,PAYMENT,EDUCATION,EDUCATION_PAYMENT,17629.77,,,,,
2026-01-31 19:53:37,c68e193d-fe03-4840-afd3-1cc41539d7a9,uko_event,False,PAYMENT,EDUCATION,EDUCATION_PAYMENT,50339.54,,,,,
2026-02-01 08:00:44,8fc6d73d-471b-4fae-a5da-d8ec58e46110,cards_event,True,PURCHASE,PURCHASE,CARD_PURCHASE,23761.88,deny,deny,750,DENY нетипичная сумма оплаты курсов,education_payment_risk
2026-02-01 09:07:53,8b9c3c38-f4c2-4f89-a952-e65dd6d4a639,uko_event,False,PAYMENT,EDUCATION,EDUCATION_PAYMENT,18700.43,,,,,
2026-02-01 09:31:11,d4280fc0-d04d-4320-ad7a-b4c16cf52ce0,uko_event,False,PAYMENT,EDUCATION,EDUCATION_PAYMENT,111624.63,,,,,
2026-02-01 10:02:08,d9b7bef0-d319-47e5-855a-b5e8b6003cf6,cards_event,False,PURCHASE,PURCHASE,CARD_PURCHASE,37071.84,,,,,
2026-02-01 10:26:26,9c293567-2433-4e50-8fd9-33bad950d971,cards_event,False,PURCHASE,PURCHASE,CARD_PURCHASE,91143.33,,,,,
2026-02-01 10:50:44,f940a8fa-6fe3-4f49-ae1e-6ae8c914afc2,cards_event,False,PURCHASE,PURCHASE,CARD_PURCHASE,46976.40,,,,,
2026-02-01 12:16:26,803910ee-b2ce-4da6-87d4-d26b415f6a42,cards_event,False,PURCHASE,PURCHASE,CARD_PURCHASE,3814.28,,,,,
2026-02-01 12:28:50,a70c76be-0f6f-448d-bebd-e3735ea2a923,cards_event,False,PURCHASE,PURCHASE,CARD_PURCHASE,8368.82,,,,,
2026-02-01 12:52:08,29912851-8c87-4655-a053-9c5c3edc6aac,cards_event,False,PURCHASE,PURCHASE,CARD_PURCHASE,2647.87,,,,,
2026-02-01 13:47:23,bafd280d-7847-480a-bfc5-d9d2f5e3a69f,uko_event,False,PAYMENT,EDUCATION,EDUCATION_PAYMENT,10561.28,,,,,
2026-02-01 14:18:50,2d33a560-f37f-4b1e-8b6d-14ea9d84b96d,cards_event,False,PURCHASE,PURCHASE,CARD_PURCHASE,12626.62,,,,,
2026-02-01 14:54:32,5f6ac180-6523-4fb7-89bc-c51ba345c9ce,cards_event,False,PURCHASE,PURCHASE,CARD_PURCHASE,16236.72,,,,,
2026-02-01 15:13:05,1a5e6b0e-ca49-4edc-b760-3f1a9c9b50c4,uko_event,False,PAYMENT,EDUCATION,EDUCATION_PAYMENT,152506.28,,,,,
2026-02-01 15:37:23,8be9c167-c491-4fb7-9401-7937708caf25,uko_event,False,PAYMENT,EDUCATION,EDUCATION_PAYMENT,48005.61,,,,,
2026-02-01 15:49:47,3785b997-743c-4699-9c7f-e71140fabbab,uko_event,False,PAYMENT,EDUCATION,EDUCATION_PAYMENT,24185.04,,,,,
2026-02-01 17:03:05,8ed349b5-473e-4bf4-ba24-3fa9364777f0,uko_event,True,PAYMENT,EDUCATION,EDUCATION_PAYMENT,71040.11,deny,allow,948,DENY новый образовательный получатель и высокий риск устройства,education_payment_regular_hit
2026-02-01 17:15:29,9f27e55f-dcd3-49dd-b83c-7df527b5e02f,uko_event,False,PAYMENT,EDUCATION,EDUCATION_PAYMENT,52326.12,,,,,
2026-02-01 17:39:47,7badf98a-be3b-4f95-9310-bcc05f5fedea,uko_event,False,PAYMENT,EDUCATION,EDUCATION_PAYMENT,19805.50,,,,,
2026-02-01 18:34:02,66bde44d-a907-4ccc-bc7c-cc6efdf27026,cards_event,False,PURCHASE,PURCHASE,CARD_PURCHASE,6966.32,,,,,
2026-02-01 19:05:29,771d1898-1ffb-4122-aec4-9ae81ddb7d23,uko_event,False,PAYMENT,EDUCATION,EDUCATION_PAYMENT,11421.74,,,,,
2026-02-01 19:41:11,d8fd4a16-d9f6-4f03-94c7-f93202ab0fe0,uko_event,False,PAYMENT,EDUCATION,EDUCATION_PAYMENT,4648.49,,,,,
2026-02-02 08:00:12,fa52ae59-6859-4998-949e-32149f7bb5bb,cards_event,False,PURCHASE,PURCHASE,CARD_PURCHASE,520.98,,,,,
2026-02-02 08:12:36,f4bff069-e8ab-4544-a67e-a6c2cf9841e7,cards_event,False,PURCHASE,PURCHASE,CARD_PURCHASE,634.52,,,,,
2026-02-02 08:36:54,1313407f-fb6b-444b-bb18-c4f3249d0dc9,cards_event,False,PURCHASE,PURCHASE,CARD_PURCHASE,2153.89,,,,,
2026-02-02 10:02:36,807accfa-0f9b-42af-81bf-ed68e7d38379,cards_event,False,PURCHASE,PURCHASE,CARD_PURCHASE,6689.69,,,,,
2026-02-02 10:26:54,211e3559-3d97-4e9a-889c-3b33eb4260af,cards_event,False,PURCHASE,PURCHASE,CARD_PURCHASE,5405.66,,,,,
2026-02-02 10:38:18,a3b11ec4-476d-4de8-8b2a-9463d827fb3a,cards_event,False,PURCHASE,PURCHASE,CARD_PURCHASE,1852.01,,,,,
2026-02-02 11:21:09,b095249a-8b3a-4411-9cd9-bea1b37d8344,uko_event,False,PAYMENT,RURPAYMENT,PAYMENT_SBP,30578.39,,,,,
2026-02-02 11:57:51,ac338b35-7b82-4843-976a-937f5d131a56,uko_event,False,PAYMENT,RURPAYMENT,PAYMENT_SBP,31272.82,,,,,
2026-02-02 12:04:00,e7941e6a-d7ca-4fb1-b093-66584323bba6,cards_event,False,PURCHASE,PURCHASE,CARD_PURCHASE,2041.73,,,,,
2026-02-02 12:28:18,ac2d18d0-e025-4de7-b531-6c2a9d515900,cards_event,False,PURCHASE,PURCHASE,CARD_PURCHASE,599.09,,,,,
2026-02-02 13:23:33,96a8be83-a7da-48f8-b5b0-f1bb15d34e3c,uko_event,False,PAYMENT,UTILITY,UTILITY_PAYMENT,13861.91,,,,,
2026-02-02 13:47:51,ec09d613-d435-4a7a-a9af-ef65ce7c0eec,uko_event,False,PAYMENT,UTILITY,UTILITY_PAYMENT,10384.48,,,,,
2026-02-02 14:54:00,64559ea3-b2b2-44aa-b0c4-651840b93c74,cards_event,False,PURCHASE,PURCHASE,CARD_PURCHASE,4816.09,,,,,
2026-02-02 15:13:33,38001466-de00-4f48-a388-09ad0d34a073,uko_event,False,PAYMENT,RURPAYMENT,PAYMENT_SBP,16687.82,,,,,
2026-02-02 15:25:57,313ec9b1-df4a-4598-9b28-21b01e4e42bf,uko_event,False,PAYMENT,RURPAYMENT,PAYMENT_SBP,3645.02,,,,,
2026-02-02 15:49:15,a89100ec-8e63-48a9-9f94-a25c4c51b671,uko_event,False,PAYMENT,RURPAYMENT,PAYMENT_SBP,13304.46,,,,,
2026-02-02 17:15:57,94a74c9b-7e0e-440f-9246-79e21c3e9761,uko_event,False,PAYMENT,UTILITY,UTILITY_PAYMENT,8849.97,,,,,
2026-02-02 17:39:15,7de11b50-94e7-43cb-85ad-ddad0665322b,uko_event,True,PAYMENT,EDUCATION,EDUCATION_PAYMENT,30629.22,deny,allow,800,DENY новый образовательный получатель и высокий риск устройства,education_payment_regular_hit
2026-02-02 17:51:39,e8a42b08-cb7e-4db8-9a02-3c850b977d1d,uko_event,False,PAYMENT,UTILITY,UTILITY_PAYMENT,8755.46,,,,,
2026-02-02 18:10:12,4f5707f8-e23a-4587-813c-fabb568f0b79,cards_event,False,PURCHASE,PURCHASE,CARD_PURCHASE,5986.67,,,,,
2026-02-02 18:34:30,97e20d3a-957a-4ad2-b543-372bab14e58f,cards_event,False,PURCHASE,PURCHASE,CARD_PURCHASE,7976.34,,,,,
2026-02-02 19:41:39,991ad911-52a8-48f9-b525-145c95f872f0,uko_event,False,PAYMENT,RURPAYMENT,PAYMENT_SBP,23097.26,,,,,
2026-02-03 08:12:04,43c49391-dbdd-4010-84fc-9af914153cd5,cards_event,False,PURCHASE,PURCHASE,CARD_PURCHASE,2769.21,,,,,
2026-02-03 08:36:22,04417fec-d697-4b40-8705-06471d5bc252,cards_event,True,PURCHASE,PURCHASE,CARD_PURCHASE,16511.05,deny,deny,817,DENY регулярные платежи образовательной платформе с высоким риском,education_payment_regular_hit
2026-02-03 08:48:46,fc6ea372-e6c6-4f2f-937f-bb3225e9f2ad,cards_event,False,PURCHASE,PURCHASE,CARD_PURCHASE,12443.96,,,,,
2026-02-03 09:31:37,936316bd-aa76-47b6-933a-6a98ea15d501,uko_event,False,PAYMENT,EDUCATION,EDUCATION_PAYMENT,16353.22,,,,,
2026-02-03 10:02:04,62851d19-56f4-4d95-bfa5-45e1e00552c2,cards_event,False,PURCHASE,PURCHASE,CARD_PURCHASE,23804.64,,,,,
2026-02-03 10:38:46,7ae29948-5b56-4931-9845-9d3b918f6521,cards_event,False,PURCHASE,PURCHASE,CARD_PURCHASE,17803.59,,,,,
2026-02-03 11:33:01,300176e6-e9f5-4c33-bbe5-9a32bdf514d8,uko_event,False,PAYMENT,EDUCATION,EDUCATION_PAYMENT,134026.06,,,,,
2026-02-03 11:57:19,e7483804-ed62-429c-8e18-b5408ca7cc51,uko_event,False,PAYMENT,EDUCATION,EDUCATION_PAYMENT,77241.18,,,,,
2026-02-03 12:04:28,64db8da2-e889-4601-829e-47bd51f862c0,cards_event,False,PURCHASE,PURCHASE,CARD_PURCHASE,84364.12,,,,,
2026-02-03 13:23:01,33649c72-703b-4b60-b969-96c1fbfbcbf5,uko_event,False,PAYMENT,EDUCATION,EDUCATION_PAYMENT,38438.92,,,,,
2026-02-03 13:35:25,44c81ddd-759a-4305-b7da-2b7db69a173c,uko_event,False,PAYMENT,EDUCATION,EDUCATION_PAYMENT,43343.51,,,,,
2026-02-03 13:47:19,10890141-281c-4d2a-8d5e-29848aae1450,uko_event,False,PAYMENT,EDUCATION,EDUCATION_PAYMENT,23829.85,,,,,
2026-02-03 13:59:43,26492f77-dcba-46a6-92f9-925220cc4ccf,uko_event,False,PAYMENT,EDUCATION,EDUCATION_PAYMENT,71369.43,,,,,
2026-02-03 14:18:16,4c08a47e-13e4-44d2-b8c2-1228cd9e1d9e,cards_event,False,PURCHASE,PURCHASE,CARD_PURCHASE,11613.21,,,,,
2026-02-03 15:01:07,50e17e9b-8ee5-4793-ae58-25a7e4756267,uko_event,False,PAYMENT,EDUCATION,EDUCATION_PAYMENT,18276.07,,,,,
2026-02-03 15:25:25,c6de938f-8d48-4840-8e30-ff9f7689e486,uko_event,False,PAYMENT,EDUCATION,EDUCATION_PAYMENT,13316.59,,,,,
2026-02-03 15:49:43,0e237ecb-76c0-49e3-8034-a6c4149c0ebc,uko_event,False,PAYMENT,EDUCATION,EDUCATION_PAYMENT,21556.47,,,,,
2026-02-03 16:20:40,d294d6a7-8acf-43ff-a8ed-b09a5cd912ad,cards_event,False,PURCHASE,PURCHASE,CARD_PURCHASE,19880.67,,,,,
2026-02-03 16:44:58,fb3d5aeb-a981-49a9-977d-7b8440e2e92a,cards_event,False,PURCHASE,PURCHASE,CARD_PURCHASE,11402.73,,,,,
2026-02-03 17:51:07,9d4634d7-b6a4-4d97-b851-8eee4f17ce4a,uko_event,False,PAYMENT,EDUCATION,EDUCATION_PAYMENT,27247.73,,,,,
2026-02-03 18:10:40,f0d14fc6-1770-4385-be1f-81aea6f57eb5,cards_event,False,PURCHASE,PURCHASE,CARD_PURCHASE,68349.29,,,,,
2026-02-03 18:46:22,7e09cad1-6d38-48b4-a7ef-4a1098835e67,cards_event,False,PURCHASE,PURCHASE,CARD_PURCHASE,65925.89,,,,,
2026-02-03 19:17:49,3170d23f-c262-4f6d-8401-c8715c08c6ea,uko_event,False,PAYMENT,EDUCATION,EDUCATION_PAYMENT,42980.56,,,,,
2026-02-04 08:12:32,144311c2-4141-4c8a-bc58-277bfade0f26,cards_event,False,PURCHASE,PURCHASE,CARD_PURCHASE,17173.33,,,,,
2026-02-04 08:48:14,e3c2af92-1b1e-4b76-b74f-1681eed8dce9,cards_event,False,PURCHASE,PURCHASE,CARD_PURCHASE,29744.25,,,,,
2026-02-04 09:07:47,9353c8d6-b3cb-48ce-a763-48b3401b028a,uko_event,False,PAYMENT,EDUCATION,EDUCATION_PAYMENT,64398.00,,,,,
2026-02-04 09:43:29,84db40f8-d5e4-403a-9124-353f7be8ffee,uko_event,False,PAYMENT,EDUCATION,EDUCATION_PAYMENT,146635.55,,,,,
2026-02-04 10:14:56,09691102-7704-4fd8-a084-b88b56206a60,cards_event,False,PURCHASE,PURCHASE,CARD_PURCHASE,58501.94,,,,,
2026-02-04 11:09:11,a79d4fd1-a715-44f0-913b-3189a80a4dac,uko_event,False,PAYMENT,EDUCATION,EDUCATION_PAYMENT,65000.94,,,,,
2026-02-04 11:33:29,83617c42-e08f-448d-b8a8-50df95961450,uko_event,False,PAYMENT,EDUCATION,EDUCATION_PAYMENT,27235.46,,,,,
2026-02-04 11:57:47,38ea23f7-e494-4fae-a3b5-47e658ef95e2,uko_event,True,PAYMENT,EDUCATION,EDUCATION_PAYMENT,127240.87,deny,allow,791,DENY регулярные платежи образовательной платформе с высоким риском,education_payment_regular_hit
2026-02-04 12:28:44,96e9b00f-e7d7-4861-bd8b-172fe9145df6,cards_event,False,PURCHASE,PURCHASE,CARD_PURCHASE,12371.35,,,,,
2026-02-04 13:35:53,0766088b-6df6-4631-a0aa-2a251ad9e9f7,uko_event,False,PAYMENT,EDUCATION,EDUCATION_PAYMENT,20239.56,,,,,
2026-02-04 13:59:11,9270f3e1-30a9-4251-9210-95508fd4e32e,uko_event,False,PAYMENT,EDUCATION,EDUCATION_PAYMENT,7517.47,,,,,
2026-02-04 14:54:26,f8b7e9ee-472d-4634-81d9-3010912c371f,cards_event,False,PURCHASE,PURCHASE,CARD_PURCHASE,25198.03,,,,,
2026-02-04 15:01:35,9a35ea42-3b47-47b2-88bb-adcd62a11411,uko_event,False,PAYMENT,EDUCATION,EDUCATION_PAYMENT,43642.45,,,,,
2026-02-04 15:25:53,bb873b33-7c82-48a4-8298-c417733d0ff7,uko_event,False,PAYMENT,EDUCATION,EDUCATION_PAYMENT,128809.01,,,,,
2026-02-04 16:20:08,1f98dc50-b705-4e65-b453-fb39e372095b,cards_event,False,PURCHASE,PURCHASE,CARD_PURCHASE,81474.26,,,,,
2026-02-04 16:44:26,0cfb8fec-beec-43f7-820e-053ab2ee0dce,cards_event,False,PURCHASE,PURCHASE,CARD_PURCHASE,94420.13,,,,,
2026-02-04 16:56:50,b88c3f0c-4850-4274-bc82-b46c84ec9c60,cards_event,False,PURCHASE,PURCHASE,CARD_PURCHASE,32063.11,,,,,
2026-02-04 18:10:08,fb838413-1fdf-498d-8947-5e061f7f1790,cards_event,False,PURCHASE,PURCHASE,CARD_PURCHASE,7046.96,,,,,
2026-02-04 18:22:32,e7afed3d-8a5c-4ee4-8564-8fee3d0a0954,cards_event,False,PURCHASE,PURCHASE,CARD_PURCHASE,6957.98,,,,,
2026-02-04 18:46:50,850ec998-4a0d-4f1e-a383-6cffa2ef77ea,cards_event,False,PURCHASE,PURCHASE,CARD_PURCHASE,12072.07,,,,,
2026-02-04 18:58:14,351cba4c-8fb5-44e5-963a-55cfd25f9de7,cards_event,False,PURCHASE,PURCHASE,CARD_PURCHASE,3427.85,,,,,
2026-02-04 19:41:05,f61578f4-03f9-49a2-a1b2-05cc9eb63896,uko_event,False,PAYMENT,EDUCATION,EDUCATION_PAYMENT,6825.04,,,,,
2026-02-05 08:48:42,620dc4a5-c3ff-43a1-90f4-4a68403bcef5,cards_event,False,PURCHASE,PURCHASE,CARD_PURCHASE,1485.04,,,,,
2026-02-05 09:07:15,34db3a11-e560-4559-b360-efb47d5b0113,uko_event,False,PAYMENT,UTILITY,UTILITY_PAYMENT,6301.51,,,,,
2026-02-05 09:19:39,9a9064fc-47b7-4e43-9a05-0140430d71d8,uko_event,False,PAYMENT,UTILITY,UTILITY_PAYMENT,14477.65,,,,,
2026-02-05 09:43:57,c5eea363-bd14-4b64-97ad-395cb0d76dde,uko_event,False,PAYMENT,UTILITY,UTILITY_PAYMENT,9278.83,,,,,
2026-02-05 11:09:39,048695e7-3799-47a2-8b49-1e234b3a8229,uko_event,False,PAYMENT,RURPAYMENT,PAYMENT_SBP,23846.03,,,,,
2026-02-05 11:33:57,e65d17a3-d023-4e38-ba8e-1f0377a88fe2,uko_event,True,PAYMENT,EDUCATION,EDUCATION_PAYMENT,21799.17,deny,allow,874,DENY регулярные платежи образовательной платформе с высоким риском,education_payment_regular_hit
2026-02-05 11:45:21,5741ad39-606d-456c-94be-3dc1aeb6fea8,uko_event,False,PAYMENT,RURPAYMENT,PAYMENT_SBP,43516.49,,,,,
2026-02-05 12:04:54,32d2f192-f26c-44cd-8457-4efa3a1f5f17,cards_event,False,PURCHASE,PURCHASE,CARD_PURCHASE,2107.33,,,,,
2026-02-05 12:28:12,d9b28bef-d915-4651-bb65-658cc70dbdf6,cards_event,False,PURCHASE,PURCHASE,CARD_PURCHASE,2131.16,,,,,
2026-02-05 13:11:03,9b593c57-ac5a-4fc9-9791-ba5f106a53ea,uko_event,False,PAYMENT,UTILITY,UTILITY_PAYMENT,9785.59,,,,,
2026-02-05 13:35:21,2dd74d2a-9cbe-41e1-bf0f-2908a7cd2b19,uko_event,False,PAYMENT,UTILITY,UTILITY_PAYMENT,6323.37,,,,,
2026-02-05 14:06:18,5356d42e-da62-416c-b142-0d099f5af74f,cards_event,False,PURCHASE,PURCHASE,CARD_PURCHASE,4076.76,,,,,
2026-02-05 14:30:36,ada3045b-bbe5-4064-817e-e5e0eec0128d,cards_event,True,PURCHASE,PURCHASE,CARD_PURCHASE,100884.68,deny,allow,787,CARD_DENY крупная покупка образовательных услуг после cash-in,education_payment_risk
2026-02-05 14:54:54,8f1bddb9-d4c6-4ccb-9380-bcff907f8283,cards_event,False,PURCHASE,PURCHASE,CARD_PURCHASE,3995.36,,,,,
2026-02-05 16:20:36,ae17ead9-d895-4aaa-8c3e-aef451eea1ad,cards_event,False,PURCHASE,PURCHASE,CARD_PURCHASE,1835.70,,,,,
2026-02-05 16:32:00,2571692e-8b39-473d-90d2-3e065dfc699e,cards_event,False,PURCHASE,PURCHASE,CARD_PURCHASE,1582.35,,,,,
2026-02-05 16:56:18,883f99aa-5b2b-4991-a385-e2486a70775e,cards_event,False,PURCHASE,PURCHASE,CARD_PURCHASE,681.99,,,,,
2026-02-05 17:51:33,801de5d2-0e62-4913-a13c-edeb8e6c5863,uko_event,True,PAYMENT,EDUCATION,EDUCATION_PAYMENT,12277.87,deny,allow,961,DENY оплата обучения после смены устройства,education_payment_risk
2026-02-05 18:22:00,b3bcf0c9-771a-4558-b803-9b4644145aa4,cards_event,False,PURCHASE,PURCHASE,CARD_PURCHASE,5794.92,,,,,
2026-02-05 18:58:42,3692e074-8327-4bcf-825d-1c95be100b8c,cards_event,False,PURCHASE,PURCHASE,CARD_PURCHASE,6298.78,,,,,
2026-02-05 19:17:15,41c8987e-6980-4c97-ab1d-3b0b1531817f,uko_event,False,PAYMENT,RURPAYMENT,PAYMENT_SBP,82952.94,,,,,
2026-02-05 19:41:33,7a11349e-4da0-4970-b883-825d8b62905d,uko_event,False,PAYMENT,RURPAYMENT,PAYMENT_SBP,78169.51,,,,,
2026-02-06 09:19:07,b1ee5127-e8da-46d2-9ea9-e22d929280b4,uko_event,False,PAYMENT,EDUCATION,EDUCATION_PAYMENT,8480.75,,,,,
2026-02-06 09:43:25,0593bc32-e359-4442-a863-4519cbf17061,uko_event,False,PAYMENT,EDUCATION,EDUCATION_PAYMENT,5218.98,,,,,
2026-02-06 09:55:49,9235eb2d-4beb-4781-8f33-61c5e174d66e,uko_event,False,PAYMENT,EDUCATION,EDUCATION_PAYMENT,10604.48,,,,,
2026-02-06 10:14:22,2fa593bb-39a7-4fb3-8dd9-2fad7407b35e,cards_event,False,PURCHASE,PURCHASE,CARD_PURCHASE,31415.25,,,,,
2026-02-06 10:38:40,9c3d257b-40b6-43f2-b21e-78923eb4d1f4,cards_event,False,PURCHASE,PURCHASE,CARD_PURCHASE,2716.70,,,,,
2026-02-06 11:45:49,173cd371-0b4b-483b-9e67-3dbef0a80a31,uko_event,False,PAYMENT,EDUCATION,EDUCATION_PAYMENT,56078.69,,,,,
2026-02-06 12:04:22,31bdea9f-2955-46c7-a249-e2acc52b4008,cards_event,False,PURCHASE,PURCHASE,CARD_PURCHASE,57433.68,,,,,
2026-02-06 12:40:04,b0d3f194-d3eb-4a70-b722-df070bc96de7,cards_event,False,PURCHASE,PURCHASE,CARD_PURCHASE,38161.68,,,,,
2026-02-06 13:11:31,72e7034e-a0b7-497f-8a41-e36ade112754,uko_event,False,PAYMENT,EDUCATION,EDUCATION_PAYMENT,57900.49,,,,,
2026-02-06 14:06:46,bac643c1-82ff-49ca-8426-10818b6313de,cards_event,False,PURCHASE,PURCHASE,CARD_PURCHASE,10855.05,,,,,
2026-02-06 14:30:04,ef3b6109-80d0-4a36-aefe-9c31d1fd53bb,cards_event,True,PURCHASE,PURCHASE,CARD_PURCHASE,7075.05,deny,allow,676,DENY нетипичная сумма оплаты курсов,education_payment_regular_hit
2026-02-06 14:42:28,ca649ef2-968a-4818-89f3-e410de5d2e37,cards_event,False,PURCHASE,PURCHASE,CARD_PURCHASE,10058.11,,,,,
2026-02-06 15:25:19,eb434959-f738-4fbd-a9a8-af914b7dfb0e,uko_event,False,PAYMENT,EDUCATION,EDUCATION_PAYMENT,10580.61,,,,,
2026-02-06 16:08:10,3c222458-0c42-4c31-92ae-082d175c79d3,cards_event,False,PURCHASE,PURCHASE,CARD_PURCHASE,15936.25,,,,,
2026-02-06 16:32:28,d2606b1c-ab5a-44dc-b203-2336a7802ee8,cards_event,False,PURCHASE,PURCHASE,CARD_PURCHASE,28054.27,,,,,
2026-02-06 16:56:46,64090353-0546-4b55-b051-39860fb972c3,cards_event,False,PURCHASE,PURCHASE,CARD_PURCHASE,31311.50,,,,,
2026-02-06 17:27:43,59054721-8fe1-431d-bdd4-2238aa80595a,uko_event,True,PAYMENT,EDUCATION,EDUCATION_PAYMENT,209649.54,deny,allow,857,DENY оплата обучения после смены устройства,education_payment_risk
2026-02-06 17:51:01,d6148d65-1c4e-40e8-8277-1ab5fb5dacfb,uko_event,True,PAYMENT,EDUCATION,EDUCATION_PAYMENT,227627.19,deny,allow,824,CARD_DENY крупная покупка образовательных услуг после cash-in,education_payment_risk
2026-02-06 18:58:10,0380e95d-0cc0-4254-9ded-a5420cbbe876,cards_event,False,PURCHASE,PURCHASE,CARD_PURCHASE,30788.52,,,,,
2026-02-06 19:17:43,b6852b44-d89b-4053-ba7d-eba909e8d3b8,uko_event,False,PAYMENT,EDUCATION,EDUCATION_PAYMENT,50543.64,,,,,
2026-02-06 19:29:07,b8015700-6344-4467-b2b3-0573d187a534,uko_event,False,PAYMENT,EDUCATION,EDUCATION_PAYMENT,60881.65,,,,,
2026-02-06 19:53:25,5797342c-0e6f-49e8-a8cf-f47a65e29f40,uko_event,False,PAYMENT,EDUCATION,EDUCATION_PAYMENT,76031.16,,,,,
2026-02-07 08:48:08,19abca88-dd86-4dad-ac9f-e7b6ca45e6ad,cards_event,True,PURCHASE,PURCHASE,CARD_PURCHASE,42366.05,deny,deny,804,DENY оплата обучения после смены устройства,education_payment_risk
2026-02-07 09:19:35,03c4e78f-178f-41df-b127-3c111cd85290,uko_event,False,PAYMENT,EDUCATION,EDUCATION_PAYMENT,129948.57,,,,,
2026-02-07 09:55:17,36cab79c-5fa3-4eab-b4c7-fbc4c4677b18,uko_event,False,PAYMENT,EDUCATION,EDUCATION_PAYMENT,21215.94,,,,,
2026-02-07 10:14:50,edf18311-6dc4-4bfc-a6b5-ae5e4490543d,cards_event,False,PURCHASE,PURCHASE,CARD_PURCHASE,33184.54,,,,,
2026-02-07 10:50:32,1238af52-0d97-473e-ac5f-1fb2339f2971,cards_event,False,PURCHASE,PURCHASE,CARD_PURCHASE,39082.11,,,,,
2026-02-07 11:21:59,10c8485c-9b93-4dfa-9ddf-7100fec62015,uko_event,False,PAYMENT,EDUCATION,EDUCATION_PAYMENT,18443.04,,,,,
2026-02-07 12:04:50,b1dd851e-e1f2-47ff-a0b9-0ac567139589,cards_event,False,PURCHASE,PURCHASE,CARD_PURCHASE,5367.76,,,,,
2026-02-07 12:16:14,8ed9a157-cd7d-4845-800c-0bfab84958c3,cards_event,False,PURCHASE,PURCHASE,CARD_PURCHASE,11428.82,,,,,
2026-02-07 12:40:32,788b9687-f7b8-4935-9811-b4177cacf8f2,cards_event,False,PURCHASE,PURCHASE,CARD_PURCHASE,11553.59,,,,,
2026-02-07 12:52:56,0f19ada0-b7e5-4248-b39a-77188f46a314,cards_event,False,PURCHASE,PURCHASE,CARD_PURCHASE,3891.10,,,,,
2026-02-07 13:35:47,b2a2c4ac-012f-43c6-81bb-b46dd8950320,uko_event,False,PAYMENT,EDUCATION,EDUCATION_PAYMENT,8299.78,,,,,
2026-02-07 14:06:14,40b98cb9-f91c-4eca-8fcf-7a988a2dd972,cards_event,False,PURCHASE,PURCHASE,CARD_PURCHASE,12858.04,,,,,
